,id,mode_score_flexibel,missing_from_mode_flexibel,flexibel_Geschichtslyrik,flexibel_empirisch,flexibel_nicht theoretisch,flexibel_Ballade (exakt),flexibel_Sprechinstanz nicht markiert,flexibel_Sprechinstanz Zeit unklar,flexibel_Erzählen (exakt),flexibel_Präsens und Präiteritum,flexibel_Konkretheit,flexibel_keine Positionierung zum Wissen,flexibel_vergangenheitsomdinant,flexibel_2 Zeitebenen (exakt),flexibel_zeitlich fixierbar,flexibel_Beginn ab 1500,flexibel_Ende bis 2000,flexibel_keine Anachronismen,flexibel_kein Gegenwartsbezug,flexibel_Europa (exakt),flexibel_deutscher Mittelraum (exakt),flexibel_Kein Kleinraum,flexibel_Handlung (exakt),flexibel_Krieg (u. a.),flexibel_positive Bewertung von Krieg (u. a.),flexibel_bekanntes Individuum (u. a.),flexibel_positive Bewertung von bekanntem Individuum (u. a.),flexibel_kein Nationalismus,flexibel_kein Heroismus,flexibel_keine Religiosität,flexibel_Personen-Marker (irgendwo),flexibel_keine Zeit-/Geschichts-Marker,flexibel_keine Ort-Marker,flexibel_Objekt-/Institutionen-Marker (irgendwo),flexibel_kein Bezug auf Überlieferung,flexibel_keine Bewertung von Überlieferung,flexibel_kein Bezug auf Geschichtsauffassungen,flexibel_keine Bewertung von Geschichtsauffassungen,flexibel_Ergänzung des Geschichtswissens,flexibel_Reim,flexibel_regelmäßiges Metrum,flexibel_keine verfremdende Sprache
1769,1938.Plenzat.213,31.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_zeitlich fixierbar + flexibel_deutscher Mittelraum (exakt) + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.),1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1770,1938.Plenzat.216,28.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Präsens und Präiteritum + flexibel_Kein Kleinraum + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Personen-Marker (irgendwo) + flexibel_keine Ort-Marker + flexibel_kein Bezug auf Geschichtsauffassungen + flexibel_keine Bewertung von Geschichtsauffassungen,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1771,1938.Plenzat.220,30.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1772,1938.Plenzat.221,32.0,flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Kein Kleinraum + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1773,1938.Plenzat.222,33.0,flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo) + flexibel_regelmäßiges Metrum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1774,1938.Plenzat.223,28.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_deutscher Mittelraum (exakt) + flexibel_Handlung (exakt) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo) + flexibel_regelmäßiges Metrum,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1775,1938.Plenzat.225,31.0,flexibel_Ballade (exakt) + flexibel_Erzählen (exakt) + flexibel_zeitlich fixierbar + flexibel_Handlung (exakt) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Personen-Marker (irgendwo) + flexibel_keine Zeit-/Geschichts-Marker,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1776,1938.Plenzat.227,25.0,flexibel_Ballade (exakt) + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Handlung (exakt) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_kein Nationalismus + flexibel_keine Religiosität + flexibel_Personen-Marker (irgendwo) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1777,1938.Plenzat.236,32.0,flexibel_Ballade (exakt) + flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1778,1938.Plenzat.238,32.0,flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_kein Heroismus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1779,1938.Plenzat.255,28.0,flexibel_Ballade (exakt) + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_keine Positionierung zum Wissen + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Kein Kleinraum + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Personen-Marker (irgendwo) + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1780,1938.Plenzat.260,31.0,flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_Kein Kleinraum + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_Objekt-/Institutionen-Marker (irgendwo) + flexibel_Reim,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1781,1938.Plenzat.269,31.0,flexibel_Ballade (exakt) + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_deutscher Mittelraum (exakt) + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1782,1938.Plenzat.271,30.0,flexibel_Ballade (exakt) + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1783,1938.Plenzat.272,24.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_vergangenheitsomdinant + flexibel_zeitlich fixierbar + flexibel_keine Anachronismen + flexibel_kein Gegenwartsbezug + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo) + flexibel_Ergänzung des Geschichtswissens + flexibel_Reim,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1784,1938.Plenzat.274,24.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Konkretheit + flexibel_vergangenheitsomdinant + flexibel_zeitlich fixierbar + flexibel_kein Gegenwartsbezug + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo) + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1785,1938.Plenzat.283,26.0,flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_deutscher Mittelraum (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo) + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung + flexibel_Reim + flexibel_regelmäßiges Metrum,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1786,1938.Plenzat.289,34.0,flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_deutscher Mittelraum (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_kein Heroismus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1787,1938.Plenzat.297,30.0,flexibel_Ballade (exakt) + flexibel_Erzählen (exakt) + flexibel_2 Zeitebenen (exakt) + flexibel_deutscher Mittelraum (exakt) + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1788,1938.Plenzat.301,33.0,flexibel_deutscher Mittelraum (exakt) + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_kein Nationalismus + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1789,1938.Plenzat.320,34.0,flexibel_deutscher Mittelraum (exakt) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Personen-Marker (irgendwo) + flexibel_keine Ort-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1790,1938.Plenzat.322,30.0,flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_deutscher Mittelraum (exakt) + flexibel_Kein Kleinraum + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_kein Heroismus + flexibel_Personen-Marker (irgendwo) + flexibel_keine Ort-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1791,1938.Plenzat.332,25.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_vergangenheitsomdinant + flexibel_2 Zeitebenen (exakt) + flexibel_keine Anachronismen + flexibel_kein Gegenwartsbezug + flexibel_deutscher Mittelraum (exakt) + flexibel_Kein Kleinraum + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_keine Ort-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1792,1938.Plenzat.344,26.0,flexibel_Ballade (exakt) + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_vergangenheitsomdinant + flexibel_kein Gegenwartsbezug + flexibel_deutscher Mittelraum (exakt) + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo) + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1793,1938.Plenzat.354,23.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_Konkretheit + flexibel_keine Positionierung zum Wissen + flexibel_vergangenheitsomdinant + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_kein Gegenwartsbezug + flexibel_Handlung (exakt) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_kein Nationalismus + flexibel_Personen-Marker (irgendwo) + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1794,1938.Plenzat.362,28.0,flexibel_Ballade (exakt) + flexibel_Erzählen (exakt) + flexibel_Konkretheit + flexibel_kein Gegenwartsbezug + flexibel_deutscher Mittelraum (exakt) + flexibel_Handlung (exakt) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_Objekt-/Institutionen-Marker (irgendwo) + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1795,1938.Plenzat.367,22.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_keine Positionierung zum Wissen + flexibel_vergangenheitsomdinant + flexibel_2 Zeitebenen (exakt) + flexibel_kein Gegenwartsbezug + flexibel_deutscher Mittelraum (exakt) + flexibel_Kein Kleinraum + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_keine Religiosität + flexibel_Objekt-/Institutionen-Marker (irgendwo) + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung + flexibel_Reim,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1796,1938.Plenzat.396,21.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_vergangenheitsomdinant + flexibel_zeitlich fixierbar + flexibel_kein Gegenwartsbezug + flexibel_Europa (exakt) + flexibel_deutscher Mittelraum (exakt) + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Personen-Marker (irgendwo) + flexibel_Objekt-/Institutionen-Marker (irgendwo) + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1797,1938.Schulz.001,20.0,flexibel_nicht theoretisch + flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_vergangenheitsomdinant + flexibel_zeitlich fixierbar + flexibel_kein Gegenwartsbezug + flexibel_deutscher Mittelraum (exakt) + flexibel_Handlung (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_kein Nationalismus + flexibel_kein Heroismus + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1798,1938.Schulz.002,24.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_Erzählen (exakt) + flexibel_Präsens und Präiteritum + flexibel_Konkretheit + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Beginn ab 1500 + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Personen-Marker (irgendwo) + flexibel_Objekt-/Institutionen-Marker (irgendwo) + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1799,1938.Schulz.003,28.0,flexibel_Ballade (exakt) + flexibel_Präsens und Präiteritum + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_Beginn ab 1500 + flexibel_Europa (exakt) + flexibel_deutscher Mittelraum (exakt) + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_bekanntes Individuum (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_Personen-Marker (irgendwo),1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1800,1938.Schulz.007,24.0,flexibel_Ballade (exakt) + flexibel_Sprechinstanz nicht markiert + flexibel_Sprechinstanz Zeit unklar + flexibel_vergangenheitsomdinant + flexibel_2 Zeitebenen (exakt) + flexibel_zeitlich fixierbar + flexibel_kein Gegenwartsbezug + flexibel_deutscher Mittelraum (exakt) + flexibel_Kein Kleinraum + flexibel_Krieg (u. a.) + flexibel_positive Bewertung von Krieg (u. a.) + flexibel_positive Bewertung von bekanntem Individuum (u. a.) + flexibel_keine Zeit-/Geschichts-Marker + flexibel_kein Bezug auf Überlieferung + flexibel_keine Bewertung von Überlieferung + flexibel_Ergänzung des Geschichtswissens,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
